Pt.        Date      Time        RT/s       R/Omiga    
  409  2018_02_14  11_09_20  4081.0     107.641540
  410  2018_02_14  11_09_30  4091.0     107.641420
  411  2018_02_14  11_09_40  4101.0     107.641800
  412  2018_02_14  11_09_50  4111.0     107.641830
  413  2018_02_14  11_10_00  4121.0     107.641890
  414  2018_02_14  11_10_10  4131.0     107.642030
  415  2018_02_14  11_10_20  4141.0     107.642120
  416  2018_02_14  11_10_30  4151.0     107.641740
  417  2018_02_14  11_10_40  4161.0     107.641980
  418  2018_02_14  11_10_50  4171.0     107.642150
  419  2018_02_14  11_11_00  4181.0     107.641800
  420  2018_02_14  11_11_10  4191.0     107.641070
  421  2018_02_14  11_11_20  4201.0     107.641740
  422  2018_02_14  11_11_30  4211.0     107.641510
  423  2018_02_14  11_11_40  4221.0     107.641180
  424  2018_02_14  11_11_50  4231.0     107.641830
  425  2018_02_14  11_12_00  4241.0     107.641450
  426  2018_02_14  11_12_10  4251.0     107.641680
  427  2018_02_14  11_12_20  4261.0     107.641420
  428  2018_02_14  11_12_30  4271.0     107.641360
  429  2018_02_14  11_12_40  4281.0     107.641040
  430  2018_02_14  11_12_50  4291.0     107.641180
  431  2018_02_14  11_13_00  4301.0     107.640860
  432  2018_02_14  11_13_10  4311.0     107.640860
  433  2018_02_14  11_13_20  4321.0     107.641040
  434  2018_02_14  11_13_30  4331.0     107.640920
  435  2018_02_14  11_13_40  4341.0     107.641330
  436  2018_02_14  11_13_50  4351.0     107.640800
  437  2018_02_14  11_14_00  4361.0     107.640980
  438  2018_02_14  11_14_10  4371.0     107.640860
  439  2018_02_14  11_14_20  4381.0     107.640800
  440  2018_02_14  11_14_30  4391.0     107.640980
  441  2018_02_14  11_14_40  4401.0     107.640650
  442  2018_02_14  11_14_50  4411.0     107.640630
  443  2018_02_14  11_15_00  4421.0     107.641070
  444  2018_02_14  11_15_10  4431.0     107.641070
  445  2018_02_14  11_15_20  4441.0     107.641100
  446  2018_02_14  11_15_30  4451.0     107.641390
  447  2018_02_14  11_15_40  4461.0     107.641620
  448  2018_02_14  11_15_50  4471.0     107.641330
  449  2018_02_14  11_16_00  4481.0     107.641590
  450  2018_02_14  11_16_10  4491.0     107.641620
  451  2018_02_14  11_16_20  4501.0     107.641680
  452  2018_02_14  11_16_30  4511.0     107.641920
  453  2018_02_14  11_16_40  4521.0     107.641740
  454  2018_02_14  11_16_50  4531.0     107.641480
  455  2018_02_14  11_17_00  4541.0     107.641980
  456  2018_02_14  11_17_10  4551.0     107.641620
  457  2018_02_14  11_17_20  4561.0     107.641980
  458  2018_02_14  11_17_30  4571.0     107.641830
  459  2018_02_14  11_17_40  4581.0     107.642150
  460  2018_02_14  11_17_50  4591.0     107.641650
  461  2018_02_14  11_18_00  4601.0     107.641860
  462  2018_02_14  11_18_10  4611.0     107.641860
  463  2018_02_14  11_18_20  4621.0     107.642030
  464  2018_02_14  11_18_30  4631.0     107.642530
  465  2018_02_14  11_18_40  4641.0     107.641980
  466  2018_02_14  11_18_50  4651.0     107.641770
  467  2018_02_14  11_19_00  4661.0     107.642450
  468  2018_02_14  11_19_10  4671.0     107.642180
  469  2018_02_14  11_19_20  4681.0     107.642500
