Pt.        Date      Time        RT/s       R/Omiga    
  361  2018_03_05  10_44_01  3600.0     119.273450
  362  2018_03_05  10_44_11  3610.0     119.274160
  363  2018_03_05  10_44_21  3620.0     119.273360
  364  2018_03_05  10_44_31  3630.0     119.273630
  365  2018_03_05  10_44_41  3640.0     119.273810
  366  2018_03_05  10_44_51  3650.0     119.273310
  367  2018_03_05  10_45_01  3660.0     119.273570
  368  2018_03_05  10_45_11  3670.0     119.273750
  369  2018_03_05  10_45_21  3680.0     119.273540
  370  2018_03_05  10_45_31  3690.0     119.274070
  371  2018_03_05  10_45_41  3700.0     119.273570
  372  2018_03_05  10_45_51  3710.0     119.273860
  373  2018_03_05  10_46_01  3720.0     119.273750
  374  2018_03_05  10_46_11  3730.0     119.273890
  375  2018_03_05  10_46_21  3740.0     119.273890
  376  2018_03_05  10_46_31  3750.0     119.273920
  377  2018_03_05  10_46_41  3760.0     119.274070
  378  2018_03_05  10_46_51  3770.0     119.274360
  379  2018_03_05  10_47_01  3780.0     119.273950
  380  2018_03_05  10_47_11  3790.0     119.273540
  381  2018_03_05  10_47_21  3800.0     119.273980
  382  2018_03_05  10_47_31  3810.0     119.274390
  383  2018_03_05  10_47_41  3820.0     119.274450
  384  2018_03_05  10_47_51  3830.0     119.274830
  385  2018_03_05  10_48_01  3840.0     119.274160
  386  2018_03_05  10_48_11  3850.0     119.274190
  387  2018_03_05  10_48_21  3860.0     119.274220
  388  2018_03_05  10_48_31  3870.0     119.274330
  389  2018_03_05  10_48_41  3880.0     119.274250
  390  2018_03_05  10_48_51  3890.0     119.274010
  391  2018_03_05  10_49_01  3900.0     119.274450
  392  2018_03_05  10_49_11  3910.0     119.274660
  393  2018_03_05  10_49_21  3920.0     119.274280
  394  2018_03_05  10_49_31  3930.0     119.274420
  395  2018_03_05  10_49_41  3940.0     119.274890
  396  2018_03_05  10_49_51  3950.0     119.274510
  397  2018_03_05  10_50_01  3960.0     119.274480
  398  2018_03_05  10_50_11  3970.0     119.274920
  399  2018_03_05  10_50_21  3980.0     119.274570
  400  2018_03_05  10_50_31  3990.0     119.274420
  401  2018_03_05  10_50_41  4000.0     119.274510
  402  2018_03_05  10_50_51  4010.0     119.274280
  403  2018_03_05  10_51_01  4020.0     119.274390
  404  2018_03_05  10_51_11  4030.0     119.274250
  405  2018_03_05  10_51_22  4040.0     119.274420
  406  2018_03_05  10_51_31  4050.0     119.274510
  407  2018_03_05  10_51_41  4060.0     119.274750
  408  2018_03_05  10_51_51  4070.0     119.274890
  409  2018_03_05  10_52_01  4080.0     119.274750
  410  2018_03_05  10_52_12  4090.0     119.274690
  411  2018_03_05  10_52_21  4100.0     119.274800
  412  2018_03_05  10_52_31  4110.0     119.274980
  413  2018_03_05  10_52_41  4120.0     119.274660
  414  2018_03_05  10_52_51  4130.0     119.275130
  415  2018_03_05  10_53_01  4140.0     119.274860
  416  2018_03_05  10_53_11  4150.0     119.274800
